"Name","Column","Class","Label","Format","NAs","MaxChar"
"Defense_Ship_FPDS","Fiscal_Year","numeric",NA,NA,0,4
"Defense_Ship_FPDS","fiscal_quarter_YTD","numeric",NA,NA,413968,1
"Defense_Ship_FPDS","Contracting_Agency_ID","character",NA,NA,0,4
"Defense_Ship_FPDS","MajorCommandID","logical",NA,NA,472558,0
"Defense_Ship_FPDS","ContractingOfficeID","character",NA,NA,0,6
"Defense_Ship_FPDS","ProductOrServiceCode","character",NA,NA,1,4
"Defense_Ship_FPDS","PlatformPortfolio","factor",NA,NA,0,18
"Defense_Ship_FPDS","ProjectID","numeric",NA,NA,451014,4
"Defense_Ship_FPDS","Vehicle","factor",NA,NA,34794,18
"Defense_Ship_FPDS","CompetitionClassification","factor",NA,NA,0,76
"Defense_Ship_FPDS","ClassifyNumberOfOffers","factor",NA,NA,0,76
"Defense_Ship_FPDS","anycommercial","character",NA,NA,34466,6
"Defense_Ship_FPDS","PricingUCA","factor",NA,NA,39303,17
"Defense_Ship_FPDS","VendorSize","factor",NA,NA,0,34
"Defense_Ship_FPDS","fundedbyforeignentity","factor",NA,NA,145640,1
"Defense_Ship_FPDS","PlaceOfManufacture","factor",NA,NA,46970,1
"Defense_Ship_FPDS","foreign_owned","numeric",NA,NA,34466,1
"Defense_Ship_FPDS","ParentID","character",NA,NA,324512,63
"Defense_Ship_FPDS","ParentHQISOalpha3","character",NA,NA,389434,3
"Defense_Ship_FPDS","Small","numeric",NA,NA,0,1
"Defense_Ship_FPDS","IsFMS","logical",NA,NA,75194,5
"Defense_Ship_FPDS","ManufacturingOrganizationType","factor",NA,NA,41346,1
"Defense_Ship_FPDS","isforeigngovernment","numeric",NA,NA,34466,1
"Defense_Ship_FPDS","isinternationalorganization","numeric",NA,NA,222548,1
"Defense_Ship_FPDS","organizationaltype","character",NA,NA,63730,24
"Defense_Ship_FPDS","PlaceISOalpha3","factor",NA,NA,49433,3
"Defense_Ship_FPDS","OriginISOalpha3","factor",NA,NA,100551,3
"Defense_Ship_FPDS","VendorISOalpha3","factor",NA,NA,37272,3
"Defense_Ship_FPDS","Action_Obligation_Then_Year","numeric",NA,NA,0,15
"Defense_Ship_FPDS","NumberOfActions","numeric",NA,NA,29591,4
"Defense_Ship_FPDS","NumberOfRecords","numeric",NA,NA,0,4
"Defense_Ship_FPDS","dFYear","Date",NA,NA,0,10
"Defense_Ship_FPDS","Fiscal_YQ","numeric",NA,NA,0,6
"Defense_Ship_FPDS","YTD","factor",NA,NA,0,9
"Defense_Ship_FPDS","ContractingAgencyName","factor",NA,NA,0,62
"Defense_Ship_FPDS","Customer","factor",NA,NA,0,7
"Defense_Ship_FPDS","SubCustomer","factor",NA,NA,0,14
"Defense_Ship_FPDS","SubCustomer.sum","factor",NA,NA,0,9
"Defense_Ship_FPDS","SubCustomer.platform","factor",NA,NA,0,9
"Defense_Ship_FPDS","Competition.sum","factor",NA,NA,0,9
"Defense_Ship_FPDS","Competition.effective.only","factor",NA,NA,0,19
"Defense_Ship_FPDS","Competition.multisum","factor",NA,NA,0,9
"Defense_Ship_FPDS","No.Competition.sum","factor",NA,NA,0,28
"Defense_Ship_FPDS","Vehicle.sum","factor",NA,NA,34794,11
"Defense_Ship_FPDS","Vehicle.sum7","factor",NA,NA,34794,11
"Defense_Ship_FPDS","Vehicle.AwardTask","factor",NA,NA,34794,10
"Defense_Ship_FPDS","ProductOrServiceCodeText","factor",NA,NA,1,100
"Defense_Ship_FPDS","SimpleArea","factor",NA,NA,1,8
"Defense_Ship_FPDS","ProductOrServiceArea","factor",NA,NA,1,28
"Defense_Ship_FPDS","ProductServiceOrRnDarea","factor",NA,NA,1,43
"Defense_Ship_FPDS","PlatformPortfolioUAV","factor",NA,NA,0,18
"Defense_Ship_FPDS","Project.Name","factor",NA,NA,451014,35
"Defense_Ship_FPDS","IsUnknown","logical",NA,NA,451014,5
"Defense_Ship_FPDS","IsRemotelyOperated","logical",NA,NA,472556,4
"Defense_Ship_FPDS","SubCustomer.JPO","factor",NA,NA,0,9
"Defense_Ship_FPDS","Shiny.VendorSize","factor",NA,NA,0,13
"Defense_Ship_FPDS","Action_Obligation_OMB25_GDP23","numeric",NA,NA,0,21
"Defense_Ship_FPDS","foreign_funding_description","factor",NA,NA,145640,21
"Defense_Ship_FPDS","PlaceOfManufactureText","factor",NA,NA,98353,109
"Defense_Ship_FPDS","PlaceOfManufacture_Sum","factor",NA,NA,98353,39
"Defense_Ship_FPDS","PlaceOfManufacture_DoD","factor",NA,NA,98353,51
"Defense_Ship_FPDS","MFGorPerformIsForeign","logical",NA,NA,163994,5
"Defense_Ship_FPDS","MFGisForeign","logical",NA,NA,168341,5
"Defense_Ship_FPDS","ManufacturingOrganizationText","factor",NA,NA,155942,51
"Defense_Ship_FPDS","ManufacturingOrganizationText_sum","factor",NA,NA,155942,51
"Defense_Ship_FPDS","ManufacturingOrganizationParentHQisForeign","logical",NA,NA,155942,5
"Defense_Ship_FPDS","PlaceIsForeign","logical",NA,NA,49433,5
"Defense_Ship_FPDS","OriginIsForeign","logical",NA,NA,100551,5
"Defense_Ship_FPDS","VendorIsForeign","logical",NA,NA,37272,5
"Defense_Ship_FPDS","VendorSize_Intl","factor",NA,NA,2913,13
"Defense_Ship_FPDS","ShipCategory","character",NA,NA,1,27
